Trait,Scheme,EID,n,rFm1,rFm2,rFm3
TCH,0/12,Porvenir_2020,155,0.048488076913624986,0.03670552376567069,0.01765376616294692
TCH,0/12,Porvenir_2021,155,-0.03517799394926016,0.12254534151017091,0.03202885047923359
TCH,0/12,Taula_2018,155,0.009615692978975781,0.05657273893617794,0.14600167129952318
TCH,0/12,Taula_2019,155,-0.12659202481749982,0.15089822432415662,0.03604647956247366
TCH,0/16,Balsora_2016,155,0.11150808781333024,0.019309264152996747,0.07500004434896206
TCH,0/16,Balsora_2017,155,-0.0052460273061117856,0.11090101492432618,0.14459972557354003
TCH,0/16,Porvenir_2020,155,-0.1003081225405084,-0.04134194354159993,0.01973739484803
TCH,0/16,Porvenir_2021,155,-0.06768109316941177,-0.12006260732621163,0.11788431078052863
TCH,0/16,Taula_2018,155,-0.03634068852305094,0.05825314159785999,0.07770863257251893
TCH,0/16,Taula_2019,155,-0.011109625182870205,0.10388672239963853,0.10741255583010068
TCH,0/20,Balsora_2016,155,-0.04449305213648956,0.1290893725708733,0.030759360379383132
TCH,0/20,Balsora_2017,155,0.0345257764471209,0.21427860175853522,0.19581326179543945
TCH,0/20,Porvenir_2020,155,0.020197030446566774,0.11377266731612899,0.10055666640182152
TCH,0/20,Porvenir_2021,155,-0.022763591747776073,0.16020715444713118,0.12184981042594402
TCH,0/20,Taula_2018,155,-0.043915816713870376,0.06067078629087184,0.17674311228788336
TCH,0/20,Taula_2019,155,-0.05147105854349674,0.08859283181066707,0.11784187910734319
TCH,0/24,Balsora_2016,155,-0.028004756539981586,0.02692366288395361,0.01467200205544711
TCH,0/24,Balsora_2017,155,2.9790670435423213e-4,0.1009396989533792,0.12437187454416744
TCH,0/24,Porvenir_2020,155,0.08497071911282128,0.06004165961598017,-0.06842139781164241
TCH,0/24,Porvenir_2021,155,0.07806858955964674,0.003046643818917444,-0.007467347241624315
TCH,0/24,Taula_2018,155,0.07145193271672413,0.0021396735899748887,0.28606134293827273
TCH,0/24,Taula_2019,155,-0.018564976437318404,0.020030960854141945,0.11900004734720186
TCH,0/28,Balsora_2016,155,-0.1171841711490435,0.1365351287466404,0.07305286424198099
TCH,0/28,Balsora_2017,155,-0.023716702792089775,0.2503194468028811,0.3021957932400332
TCH,0/28,Porvenir_2020,155,0.08016291550170934,0.22590390587595335,-0.027995332793805117
TCH,0/28,Porvenir_2021,155,0.05285562171868928,0.18200522583575102,0.056517758518729165
TCH,0/28,Taula_2018,155,0.0378458089522858,0.1890802267184891,0.3051210042049198
TCH,0/28,Taula_2019,155,0.051577863830071576,0.25395723431634676,0.15757650622598235
TCH,0/31,Balsora_2016,155,-0.00176795535753246,0.06649913811244146,0.02580928304018273
TCH,0/31,Balsora_2017,155,-0.06681580390723893,0.2624310061299003,0.30652539905424
TCH,0/31,Porvenir_2020,155,0.04960653633966889,0.01009500033090891,-0.024604450451101052
TCH,0/31,Porvenir_2021,155,0.0018454524248780523,0.07289819715622829,0.07481928191023364
TCH,0/31,Taula_2018,155,-0.11458160288275365,0.09996629014509072,0.27757440696090013
TCH,0/31,Taula_2019,155,0.007633200510382894,0.11437761282305425,0.22617076569627415
TCH,12/0,Balsora_2016,155,0.19221307629235887,0.2334920270212668,0.15705306230768995
TCH,12/0,Balsora_2017,155,0.21088345221345975,0.23883347627280682,0.22927521589190827
TCH,12/0,Porvenir_2020,155,0.15570991851741484,0.13263171378256747,0.11894511272105034
TCH,12/0,Porvenir_2021,155,0.10275892532387525,0.0865812160202723,0.08590590859028656
TCH,12/0,Taula_2018,155,0.15740419003370765,0.1622062040932465,0.1453979745351075
TCH,12/0,Taula_2019,155,0.24143992702652367,0.24539511645701367,0.2447940287770213
TCH,12/12,Balsora_2016,155,0.2600275579324205,0.2698795318659583,0.17800164411827094
TCH,12/12,Balsora_2017,155,0.22330567915579677,0.24927875075294786,0.2778837532927678
TCH,12/12,Porvenir_2020,155,0.16174038726441534,0.1630722815211551,0.13421741024943667
TCH,12/12,Porvenir_2021,155,0.12487702892457046,0.12311560494965976,0.13905936877572028
TCH,12/12,Taula_2018,155,0.17497547553580722,0.17851865265532632,0.2229901852005206
TCH,12/12,Taula_2019,155,0.27639919697463566,0.27171764266032733,0.3087627490039462
TCH,12/16,Balsora_2016,155,0.23165787732133905,0.27484460007918027,0.18363126509985633
TCH,12/16,Balsora_2017,155,0.2395866832228658,0.27689284337907033,0.2966411263174628
TCH,12/16,Porvenir_2020,155,0.16196643375550723,0.17016188529717677,0.15906279263767814
TCH,12/16,Porvenir_2021,155,0.10284644632004183,0.1124147855491801,0.13327248155252974
TCH,12/16,Taula_2018,155,0.16534748782631964,0.18007748016788408,0.24753202871159588
TCH,12/16,Taula_2019,155,0.2732917059106177,0.2895640051836518,0.31203224945996383
TCH,12/19,Balsora_2016,155,0.2574521811802362,0.27177859758855666,0.1343432622784187
TCH,12/19,Balsora_2017,155,0.2289961590654283,0.2560709783972899,0.2861169380197101
TCH,12/19,Porvenir_2020,155,0.16444918119058866,0.17100745202887427,0.14378933505618524
TCH,12/19,Porvenir_2021,155,0.12547958997972175,0.1241476546943628,0.12035914040189453
TCH,12/19,Taula_2018,155,0.1626268581768596,0.16509321841015412,0.19135695471389252
TCH,12/19,Taula_2019,155,0.26126063153145695,0.27170052762311364,0.2980480068301694
TCH,12/4,Balsora_2016,155,0.23398496128316754,0.26795570010076436,0.22642317642283566
TCH,12/4,Balsora_2017,155,0.2393453391166743,0.25887547057779303,0.2847778158175681
TCH,12/4,Porvenir_2020,155,0.1293075681902738,0.16346743355429644,0.1772254136462245
TCH,12/4,Porvenir_2021,155,0.0966893545137119,0.09905925301861535,0.15283879796548736
TCH,12/4,Taula_2018,155,0.17252482960528068,0.1794633443710061,0.18733574239855982
TCH,12/4,Taula_2019,155,0.2703833302446726,0.2799236098751588,0.27149450728187685
TCH,12/8,Balsora_2016,155,0.23654259333091712,0.2746547655306569,0.14949287281771395
TCH,12/8,Balsora_2017,155,0.2258957554257153,0.25052044638783355,0.2973788395382563
TCH,12/8,Porvenir_2020,155,0.1539422964898796,0.15663972031757187,0.13680265407375825
TCH,12/8,Porvenir_2021,155,0.1187464835713468,0.11383422109145006,0.1376751069370529
TCH,12/8,Taula_2018,155,0.17732195922905056,0.17311495417551323,0.1686802262667974
TCH,12/8,Taula_2019,155,0.2553578759704529,0.2636017475347618,0.30038265738263314
TCH,16/0,Balsora_2016,155,0.25877601717505927,0.27946211669412807,0.2347186330907021
TCH,16/0,Balsora_2017,155,0.26455938167896154,0.30820475856207485,0.3447152503524086
TCH,16/0,Porvenir_2020,155,0.15858946935686977,0.17259438790898285,0.15500927400770176
TCH,16/0,Porvenir_2021,155,0.14390407988744863,0.16719262664695378,0.1899271707903448
TCH,16/0,Taula_2018,155,0.23506667837844594,0.2413023631942376,0.23275488779607897
TCH,16/0,Taula_2019,155,0.28491753967932704,0.30067210245244536,0.3289806473086733
TCH,16/12,Balsora_2016,155,0.3038926353671277,0.33288505351244274,0.2495498619374588
TCH,16/12,Balsora_2017,155,0.26969857130551345,0.33296741800228485,0.31979082824350125
TCH,16/12,Porvenir_2020,155,0.18007597517395413,0.1905298042644754,0.18260212873902607
TCH,16/12,Porvenir_2021,155,0.16399280961704713,0.18278007568141175,0.17294737567013183
TCH,16/12,Taula_2018,155,0.23376001143679204,0.23993091316490245,0.28709790572840904
TCH,16/12,Taula_2019,155,0.29410842882047955,0.3208602165398915,0.3386225333664002
TCH,16/15,Balsora_2016,155,0.2941208263545065,0.3469634907305022,0.26885370072652903
TCH,16/15,Balsora_2017,155,0.26606115451057283,0.3296465887182228,0.3447831794341088
TCH,16/15,Porvenir_2020,155,0.1688242433592738,0.1828074449813982,0.20237888248277197
TCH,16/15,Porvenir_2021,155,0.15506876477159526,0.17953047434898145,0.19371495715117246
TCH,16/15,Taula_2018,155,0.2323766123244311,0.24439797155616783,0.2754181136829687
TCH,16/15,Taula_2019,155,0.2871747950453859,0.3232037912849627,0.3477989359539783
TCH,16/4,Balsora_2016,155,0.2810747858520611,0.3041390808366608,0.23294530513667536
TCH,16/4,Balsora_2017,155,0.267476354910204,0.3145285663154097,0.33137923269036695
TCH,16/4,Porvenir_2020,155,0.14727385886650404,0.16049439081923336,0.17996469689465017
TCH,16/4,Porvenir_2021,155,0.15223367396220921,0.16989504949693227,0.18129952119394832
TCH,16/4,Taula_2018,155,0.23886164217013972,0.23949004515869501,0.2651237635053124
TCH,16/4,Taula_2019,155,0.286406686180184,0.30210356742209316,0.3202263253307218
TCH,16/8,Balsora_2016,155,0.2962790071493535,0.33018200038842105,0.2474195821334346
TCH,16/8,Balsora_2017,155,0.2595891686717436,0.323930741297248,0.33082664482881113
TCH,16/8,Porvenir_2020,155,0.16081133450890112,0.18642874036221135,0.17046432367614348
TCH,16/8,Porvenir_2021,155,0.15272499083738209,0.17436612967421136,0.1833136009287547
TCH,16/8,Taula_2018,155,0.2269676684520194,0.24109575542320902,0.28693218731374387
TCH,16/8,Taula_2019,155,0.29548603351182484,0.3233927653005612,0.33467176127120074
TCH,20/0,Balsora_2016,155,0.3057036731718003,0.3466220549148454,0.33799200796464796
TCH,20/0,Balsora_2017,155,0.3154448775444502,0.3606052478303283,0.395569956920391
TCH,20/0,Porvenir_2020,155,0.19095654291902814,0.19692287679511133,0.19922368902688586
TCH,20/0,Porvenir_2021,155,0.236856528155235,0.2658771337677028,0.28203136131520246
TCH,20/0,Taula_2018,155,0.2892367220664771,0.31051049203580877,0.31200827016045163
TCH,20/0,Taula_2019,155,0.31386336658840175,0.33716254038210963,0.36505072411574185
TCH,20/11,Balsora_2016,155,0.32525985913016536,0.369626642461781,0.35629364318821405
TCH,20/11,Balsora_2017,155,0.32111394948029237,0.3713412766021287,0.38990704834196144
TCH,20/11,Porvenir_2020,155,0.21194186474716067,0.21748551436800145,0.2153169114795522
TCH,20/11,Porvenir_2021,155,0.2442712125405618,0.2728968982187506,0.2723258357376231
TCH,20/11,Taula_2018,155,0.2924444525822561,0.3077726865544868,0.32594086851814863
TCH,20/11,Taula_2019,155,0.32122428516693946,0.3493878815552908,0.36543808706947273
TCH,20/4,Balsora_2016,155,0.3208451151619156,0.35729516227304453,0.3657615677942409
TCH,20/4,Balsora_2017,155,0.3156449463843007,0.35369957834151783,0.37102648673195265
TCH,20/4,Porvenir_2020,155,0.21268935892884577,0.2138476602820321,0.20652780882702995
TCH,20/4,Porvenir_2021,155,0.24349677208711434,0.26714336026878527,0.27590921925245177
TCH,20/4,Taula_2018,155,0.29485870326985186,0.31230264686683473,0.3282780532771948
TCH,20/4,Taula_2019,155,0.3210390757604024,0.3451131005746013,0.35884579800762806
TCH,20/8,Balsora_2016,155,0.3231213920033516,0.3405309379060448,0.3624024741042987
TCH,20/8,Balsora_2017,155,0.32038843639452547,0.3521266986171186,0.38241187375455915
TCH,20/8,Porvenir_2020,155,0.19714166589175586,0.19855436439956337,0.19745290970384144
TCH,20/8,Porvenir_2021,155,0.23716234462970506,0.253100843416893,0.24158528504384363
TCH,20/8,Taula_2018,155,0.27612577760471907,0.29276332248887527,0.3147785589306772
TCH,20/8,Taula_2019,155,0.33162590555270205,0.3497806385452338,0.3691651122528898
TCH,24/0,Balsora_2016,155,0.355627162075808,0.3769616149817149,0.36755069920025774
TCH,24/0,Balsora_2017,155,0.3962027480322316,0.43032982211906984,0.44656760200179607
TCH,24/0,Porvenir_2020,155,0.23885653593515044,0.24872604809300328,0.23605812943409474
TCH,24/0,Porvenir_2021,155,0.3182217540683164,0.33749705492220267,0.3370068861969605
TCH,24/0,Taula_2018,155,0.3133254872883357,0.3259732343752766,0.34149815788070526
TCH,24/0,Taula_2019,155,0.3760509576272792,0.39410644503334347,0.4115572601562691
TCH,24/4,Balsora_2016,155,0.3521079411832631,0.3696928184237114,0.38479801593412116
TCH,24/4,Balsora_2017,155,0.4015618982046483,0.43435530780247383,0.45781298208356697
TCH,24/4,Porvenir_2020,155,0.262452234064488,0.2627317807677318,0.23552411157217842
TCH,24/4,Porvenir_2021,155,0.32953186411620455,0.3459282893102148,0.33442554706726135
TCH,24/4,Taula_2018,155,0.31418342241957564,0.3263509221568827,0.3370909429263864
TCH,24/4,Taula_2019,155,0.3818534629612566,0.4080346438199996,0.4157035301553976
TCH,24/7,Balsora_2016,155,0.3693849222112879,0.3961892522228526,0.3861557365441129
TCH,24/7,Balsora_2017,155,0.3998682522781385,0.4427021775121003,0.4403066374040703
TCH,24/7,Porvenir_2020,155,0.255078743068056,0.25899121194743746,0.25119513255089865
TCH,24/7,Porvenir_2021,155,0.3248193226059661,0.3434726392051513,0.3319324190003905
TCH,24/7,Taula_2018,155,0.31999938552885066,0.3302313935499511,0.34861310754121605
TCH,24/7,Taula_2019,155,0.3857464992776259,0.40838516736159325,0.4137792310574515
TCH,28/0,Balsora_2016,155,0.3288290543672122,0.34638868001301626,0.32788573442735597
TCH,28/0,Balsora_2017,155,0.44625537444739144,0.4759665452697016,0.4744165903233755
TCH,28/0,Porvenir_2020,155,0.25137937673111416,0.2509173543522301,0.25206076319096676
TCH,28/0,Porvenir_2021,155,0.3703994276152837,0.38489940966787867,0.3857517869401098
TCH,28/0,Taula_2018,155,0.3486297657826173,0.35640536523392424,0.3650008526615741
TCH,28/0,Taula_2019,155,0.4012407190809211,0.4113732457268229,0.4197578087615146
TCH,28/3,Balsora_2016,155,0.33439093427749295,0.35596428792931084,0.3312908358614246
TCH,28/3,Balsora_2017,155,0.44868955516324355,0.4844096315019699,0.49382251778811465
TCH,28/3,Porvenir_2020,155,0.25799236062425013,0.26094575483510674,0.2482733429538324
TCH,28/3,Porvenir_2021,155,0.36579972837794045,0.3867219668983387,0.38881237357602105
TCH,28/3,Taula_2018,155,0.3453827872797582,0.3557846567839972,0.36565175422605556
TCH,28/3,Taula_2019,155,0.3995552388763849,0.4158572341318841,0.4272143834241275
TCH,31/0,Balsora_2016,155,0.30736021746068976,0.32163016735773303,0.31036661399554355
TCH,31/0,Balsora_2017,155,0.43161663400384753,0.4508649966491389,0.45670309347762633
TCH,31/0,Porvenir_2020,155,0.21900320641695312,0.22071686672859156,0.2280172984206528
TCH,31/0,Porvenir_2021,155,0.3583454019648766,0.36452310960989415,0.3748544531346714
TCH,31/0,Taula_2018,155,0.3670267919810728,0.3718017061412106,0.3923410247372983
TCH,31/0,Taula_2019,155,0.4196737301474248,0.4275354115682965,0.4372356488066875
TCH,4/12,Balsora_2016,155,0.163014479086681,0.1377774805065365,0.1292832119822008
TCH,4/12,Balsora_2017,155,0.17739941703730372,0.16117178976904933,0.21940501192497125
TCH,4/12,Porvenir_2020,155,-0.03136331423093982,-0.05504689095377322,-0.03197990316754451
TCH,4/12,Porvenir_2021,155,0.0697119282639353,0.008266455821761116,0.05658893659560333
TCH,4/12,Taula_2018,155,0.15083574909748945,0.11813283717895055,0.21110479095098267
TCH,4/12,Taula_2019,155,0.1396618991834001,0.11589308914357034,0.16244071119839756
TCH,4/16,Balsora_2016,155,0.15356056666783308,0.15525153750153095,0.08293442028504108
TCH,4/16,Balsora_2017,155,0.16972039109099912,0.16117871767341657,0.20163063284689722
TCH,4/16,Porvenir_2020,155,-0.03538236427974566,-0.04965164492329551,-0.02238259046054372
TCH,4/16,Porvenir_2021,155,0.08494793544792768,0.036027371126761305,0.025704930719591516
TCH,4/16,Taula_2018,155,0.13177717256784388,0.13482208000144852,0.25901226927734367
TCH,4/16,Taula_2019,155,0.14822584924858848,0.13216613779064576,0.16404065444067215
TCH,4/20,Balsora_2016,155,0.17729154618292622,0.1654233201838969,0.06911478376260352
TCH,4/20,Balsora_2017,155,0.16605933589247932,0.1842535481393266,0.22209165217045193
TCH,4/20,Porvenir_2020,155,-0.0432056829953083,-0.04265821564037933,-0.04806123955829084
TCH,4/20,Porvenir_2021,155,0.048320537075104295,0.021555546816196876,0.09814429771159179
TCH,4/20,Taula_2018,155,0.15926680538556912,0.1490310739221423,0.2994542935485125
TCH,4/20,Taula_2019,155,0.16846910747161337,0.14431379309004372,0.21974659812730518
TCH,4/24,Balsora_2016,155,0.14706178948481916,0.1882775579326772,0.06283522284568138
TCH,4/24,Balsora_2017,155,0.1530538902795066,0.19984389809789949,0.21760780300092478
TCH,4/24,Porvenir_2020,155,-0.022420452492748443,-0.017613386196113624,-0.039235578632302
TCH,4/24,Porvenir_2021,155,0.04794204161428968,0.05523199584609118,0.022442161286455643
TCH,4/24,Taula_2018,155,0.12792775243109827,0.14048756966891698,0.28192770846747905
TCH,4/24,Taula_2019,155,0.1521413605921061,0.15604407798350955,0.17824237687429537
TCH,4/27,Balsora_2016,155,0.1453682550716041,0.15467699901441936,0.05027045277677344
TCH,4/27,Balsora_2017,155,0.1585599617461189,0.1968131941293732,0.22356074866501863
TCH,4/27,Porvenir_2020,155,-0.038163069037644604,-0.02476166682298954,0.006757491940618342
TCH,4/27,Porvenir_2021,155,0.05751010267697592,0.017761714321742346,0.04833255299747987
TCH,4/27,Taula_2018,155,0.14013773974693355,0.1430010682124861,0.2859445182399207
TCH,4/27,Taula_2019,155,0.15270806132813128,0.14215111226764965,0.17500149881850627
TCH,4/8,Balsora_2016,155,0.1768041166561065,0.13224139834929202,0.09063200714361552
TCH,4/8,Balsora_2017,155,0.18085640728231273,0.16604340518128857,0.16754901544701933
TCH,4/8,Porvenir_2020,155,-0.050766880350802165,-0.0337616021534376,-0.011323110760578372
TCH,4/8,Porvenir_2021,155,0.04915764502369817,0.016167323208359143,0.045119545822124664
TCH,4/8,Taula_2018,155,0.13188894884173344,0.11683765363749951,0.23380529677556225
TCH,4/8,Taula_2019,155,0.14733982974790202,0.106705183303943,0.15286789584206245
TCH,8/12,Balsora_2016,155,0.24908251201526427,0.26471707625131324,0.1010132265177265
TCH,8/12,Balsora_2017,155,0.2089691012515503,0.2376001544729978,0.24475632401365874
TCH,8/12,Porvenir_2020,155,0.08955865206279322,0.07481209388875315,0.10020327218553562
TCH,8/12,Porvenir_2021,155,0.06425941535363142,0.0525281619172352,0.09196215862111762
TCH,8/12,Taula_2018,155,0.12955460335457397,0.13605233896732838,0.1832938193542596
TCH,8/12,Taula_2019,155,0.19832348776279504,0.2100468349668449,0.19762500462377358
TCH,8/16,Balsora_2016,155,0.23187844627844442,0.2714409836560196,0.1356029199944545
TCH,8/16,Balsora_2017,155,0.20247264621410657,0.22688262861301983,0.2762502725062516
TCH,8/16,Porvenir_2020,155,0.10107914881202046,0.0801129310988351,0.10691577763568236
TCH,8/16,Porvenir_2021,155,0.06251379570514923,0.04687566793748195,0.07545512423674486
TCH,8/16,Taula_2018,155,0.12482595869363264,0.1354180588300273,0.21446749067793738
TCH,8/16,Taula_2019,155,0.20806326984378065,0.2058860551484929,0.2031836287102764
TCH,8/20,Balsora_2016,155,0.24688255857886357,0.2517029696672131,0.17433935852852955
TCH,8/20,Balsora_2017,155,0.23816509043003153,0.27036546225573105,0.33024449979859355
TCH,8/20,Porvenir_2020,155,0.10102600352340353,0.10906848608037494,0.08401382675827285
TCH,8/20,Porvenir_2021,155,0.09691200844132386,0.10356330652001706,0.12626101918403032
TCH,8/20,Taula_2018,155,0.11652275411454759,0.10195059535131455,0.20262018244783356
TCH,8/20,Taula_2019,155,0.23152850078370915,0.24157969120750405,0.2508011176027012
TCH,8/23,Balsora_2016,155,0.2191379291778625,0.2422314118683218,0.10260409573431743
TCH,8/23,Balsora_2017,155,0.20976368280862873,0.22930630340384967,0.27705348077237374
TCH,8/23,Porvenir_2020,155,0.08740152460992728,0.09071629501696604,0.10333043515242861
TCH,8/23,Porvenir_2021,155,0.06411344552505874,0.06988843647138426,0.06504903431028818
TCH,8/23,Taula_2018,155,0.12239731545452363,0.12730040859168862,0.20362817222316965
TCH,8/23,Taula_2019,155,0.20215530385537597,0.22063708983402525,0.23526441292644723
TCH,8/4,Balsora_2016,155,0.2414250012781927,0.26282585056360563,0.1699677422688105
TCH,8/4,Balsora_2017,155,0.21404881589189004,0.22357810620270102,0.23857296442738404
TCH,8/4,Porvenir_2020,155,0.06797255003370907,0.08462702802918591,0.08619854746037023
TCH,8/4,Porvenir_2021,155,0.04586763281135705,0.0505573998457942,0.03745534855222319
TCH,8/4,Taula_2018,155,0.1143641989692932,0.11784497588169267,0.15278051459915543
TCH,8/4,Taula_2019,155,0.2086300131585504,0.21837232251146876,0.18199350910626616
TCH,8/8,Balsora_2016,155,0.22189557532889037,0.26040512872425703,0.23901480810064754
TCH,8/8,Balsora_2017,155,0.2454763340848967,0.2657273872391084,0.29438288260069784
TCH,8/8,Porvenir_2020,155,0.1098548795971567,0.10451115939711896,0.10062631945593699
TCH,8/8,Porvenir_2021,155,0.10742568340248289,0.09285137944514076,0.149266519133384
TCH,8/8,Taula_2018,155,0.11198921705315175,0.11341288899311079,0.09682927022074717
TCH,8/8,Taula_2019,155,0.24261983360265185,0.24169820422219726,0.23830057167287702
